klucz,age,height_cm,weight_kg,value_eur,overall
00002180,26,184,78,7000000,74
00011746,32,181,75,300000,64
00001567,22,173,64,8500000,75
00002860,29,171,66,3900000,73
00003889,23,182,70,3300000,71
00003874,22,185,77,3500000,71
00009834,22,180,76,625000,65
00013278,21,175,73,475000,62
00006460,22,171,64,1400000,68
00004440,30,176,73,1900000,71
00009518,30,177,75,600000,66
00009592,19,175,65,1200000,65
00014331,24,183,76,300000,61
00008818,25,173,68,850000,66
00005689,25,184,77,1200000,69
00008630,23,178,74,850000,66
00003357,27,183,82,3200000,72
00000921,23,194,92,11500000,77
00005424,20,193,85,1900000,69
00010888,20,175,70,750000,64
00011513,26,180,73,525000,64
00015437,29,192,87,210000,60
00014141,22,193,79,325000,61
00000356,30,182,70,16500000,81
00003947,23,180,73,3100000,71
00009297,32,180,76,400000,66
00003937,21,176,82,3300000,71
00006364,20,171,63,2000000,68
00003078,23,167,60,4900000,72
00016069,36,183,75,30000,59
00011192,23,190,88,475000,64
00000132,30,174,66,25500000,84
00002511,21,182,72,6000000,73
00011322,25,183,73,575000,64
00000967,25,185,79,10000000,77
00009133,35,178,67,300000,66
00007134,28,183,72,775000,68
00008351,31,182,76,675000,67
00016278,20,178,70,230000,58
00008554,22,187,75,950000,66
00005435,20,184,79,1900000,69
00015610,18,176,77,325000,59
00006532,24,182,82,1300000,68
00008062,30,176,79,600000,67
00009584,17,180,67,1100000,65
00006354,19,180,70,1800000,68
00001239,24,176,67,10000000,76
00004372,28,189,82,2400000,71
00009535,33,191,86,300000,66
00013466,25,193,80,300000,62
00006637,24,173,73,1200000,68
00007017,35,187,83,275000,68
00002597,26,186,72,4700000,73
00005619,23,184,75,1300000,69
00002062,21,178,65,9000000,74
00006310,27,170,68,925000,69
00013947,20,181,73,525000,61
00004725,24,187,77,2400000,70
00004288,33,186,82,1400000,71
00005432,20,196,74,1500000,69
00011038,24,186,80,600000,64
00005510,21,176,65,1600000,69
00015534,18,165,55,325000,59
00003092,21,175,74,5000000,72
00001876,31,188,82,4900000,75
00009178,37,193,87,130000,66
00004698,24,179,74,2200000,70
00010074,25,184,79,625000,65
00013277,22,178,66,475000,62
00002554,23,181,80,4300000,73
00000806,35,180,76,4500000,78
00001897,34,178,82,2300000,75
00002400,31,173,73,4100000,74
00008815,25,171,65,850000,66
00000242,32,184,78,17000000,82
00009949,25,177,70,675000,65
00003737,28,166,60,3100000,72
00005215,29,192,87,1500000,70
00008654,21,172,65,950000,66
00005833,26,190,88,1100000,69
00002055,22,191,77,8500000,74
00004381,31,190,90,2100000,71
00011190,24,187,79,575000,64
00000691,22,185,76,16000000,78
00017194,20,172,68,200000,56
00001809,35,177,73,3100000,75
00003699,30,195,87,2600000,72
00003434,28,177,71,3100000,72
00004694,24,190,89,2500000,70
00002276,33,178,71,3400000,74
00011239,24,179,80,550000,64
00015444,32,186,83,130000,60
00002561,23,184,75,5000000,73
00015543,21,186,72,325000,59
00005547,24,188,70,1500000,69
00007272,29,177,75,750000,68
00008914,25,177,68,700000,66
00001850,33,184,87,3100000,75
00013199,22,175,63,475000,62
00013177,21,185,73,500000,62
00005941,37,178,80,110000,69
00013716,32,173,72,230000,62
00011225,25,182,85,550000,64
00004554,23,181,74,2800000,70
00012488,25,175,74,475000,63
00004571,23,191,84,2300000,70
00001600,23,181,68,8000000,75
00000130,32,176,67,25000000,84
00013650,27,189,83,350000,62
00008704,24,173,72,925000,66
00006437,21,186,74,1300000,68
00004895,27,188,82,1800000,70
00004965,37,187,85,625000,70
00003760,24,174,70,3400000,72
00003638,31,189,78,2300000,72
00009330,32,185,78,475000,66
00000304,26,186,79,22500000,81
00000317,36,171,68,5500000,81
00000424,29,182,77,14000000,80
00002363,32,178,74,3700000,74
00006771,25,169,71,1100000,68
00008128,30,179,75,600000,67
00000347,30,177,86,14000000,81
00007852,27,187,75,800000,67
00013101,21,181,84,550000,62
00002192,25,184,76,7000000,74
00007661,25,174,64,900000,67
00001750,26,175,80,8000000,75
00001025,36,187,76,1500000,77
00011310,26,191,80,525000,64
00014116,21,178,70,425000,61
00005577,23,182,68,1300000,69
00004639,24,180,70,2200000,70
00002934,27,171,64,4200000,73
00001830,33,173,65,3900000,75
00003567,30,184,70,2500000,72
00004145,27,174,70,2400000,71
00003282,26,176,74,3400000,72
00015452,31,170,70,150000,60
00009381,31,183,79,475000,66
00007063,29,179,70,750000,68
00002117,24,180,80,7000000,74
00012710,30,188,87,350000,63
00018920,24,175,75,40000,48
00006157,37,168,63,350000,69
00007719,25,170,72,975000,67
00007826,25,172,70,950000,67
00008912,27,188,82,575000,66
00002288,30,183,79,5500000,74
00003816,20,170,71,4600000,71
00011841,36,173,68,80000,64
00000761,26,176,70,11000000,78
00009457,32,183,73,500000,66
00001216,24,192,90,9500000,76
00004931,27,178,75,2000000,70
00003895,23,177,71,3000000,71
00001974,31,180,72,4800000,75
00005461,22,178,75,1500000,69
00004141,26,176,67,2800000,71
00010719,28,173,72,475000,65
00001889,30,168,62,6500000,75
00003715,29,185,81,3000000,72
00011897,18,175,70,700000,63
00006184,30,182,70,825000,69
00006952,35,176,62,400000,68
00015457,28,178,72,210000,60
00008185,28,175,69,775000,67
00008760,24,185,81,775000,66
00011422,28,189,88,450000,64
00011593,32,184,85,275000,64
00001113,28,182,81,9000000,77
00003458,33,181,88,1500000,72
00011246,24,196,84,550000,64
00007308,29,180,83,750000,68
00010453,32,179,76,400000,65
00000728,24,175,70,14000000,78
00010831,22,183,76,800000,64
00018192,19,179,75,110000,53
00001608,24,171,73,9000000,75
00004183,35,175,71,725000,71
00005534,21,175,67,1400000,69
00010316,27,179,79,525000,65
00003704,28,196,98,3200000,72
00016194,20,182,78,250000,58
00000925,24,189,77,11000000,77
00002961,27,173,71,4200000,73
00009674,21,182,76,925000,65
00005398,17,180,72,2100000,69
00015464,29,191,77,150000,60
00006646,25,186,75,1200000,68
00005633,24,188,83,1500000,69
00010619,33,171,69,350000,65
00002857,30,178,74,3200000,73
00005030,29,186,81,1700000,70
00006247,30,177,74,1000000,69
00010941,21,174,64,650000,64
00006882,27,178,76,1000000,68
00004896,27,183,80,1800000,70
00001193,22,188,76,8500000,76
00014356,24,183,75,300000,61
00011012,21,182,78,650000,64
00005730,26,199,93,950000,69
00002684,29,193,88,3400000,73
00001798,34,175,67,3400000,75
00000250,31,192,90,16500000,82
00007177,28,190,85,925000,68
00001320,26,178,73,9000000,76
00000908,23,174,72,13500000,77
00005835,26,188,74,1300000,69
00011297,26,193,95,425000,64
00000853,29,175,75,8500000,78
00015683,20,176,76,275000,59
00010326,38,190,89,190000,65
00004174,35,180,79,725000,71
00000920,23,175,70,12500000,77
00012724,28,185,76,375000,63
00004278,33,185,72,1100000,71
00002200,27,186,77,6000000,74
00017750,23,182,74,90000,55
00015229,23,200,100,210000,60
00009256,32,173,71,400000,66
00001208,22,175,70,11000000,76
00006848,27,177,73,925000,68
00006678,27,188,87,825000,68
00011371,25,180,72,500000,64
00002987,34,190,90,1800000,73
00012390,25,175,65,500000,63
00003183,24,180,69,4200000,72
00004594,23,175,68,2700000,70
00002223,26,174,76,5500000,74
00001152,31,170,74,6500000,77
00006192,29,187,81,750000,69
00004003,25,188,75,2300000,71
00003951,24,175,73,3200000,71
00004091,28,188,84,2400000,71
00004443,28,168,63,2400000,71
00001558,24,175,75,9000000,75
00014347,23,187,80,300000,61
00008989,25,177,73,825000,66
00002428,33,193,91,2700000,74
00009901,22,186,78,675000,65
00005522,23,166,65,1500000,69
00011830,28,165,69,450000,64
00004929,26,171,68,2100000,70
00012920,29,172,75,325000,63
00015055,22,178,69,325000,60
00006244,36,170,72,190000,69
00006687,25,186,76,1200000,68
00007830,25,182,70,950000,67
00006295,28,197,87,925000,69
00002835,31,180,79,3000000,73
00010434,31,180,76,475000,65
00006376,19,178,65,1600000,68
00007293,27,183,79,950000,68
00013961,21,173,70,525000,61
00000344,31,185,83,11500000,81
00011621,28,183,71,375000,64
00013817,30,183,84,250000,62
00006842,25,183,78,1100000,68
00015404,28,180,72,180000,60
00008419,29,180,84,750000,67
00005114,29,188,86,1800000,70
00007087,29,189,75,775000,68
00003985,25,199,85,2700000,71
00009141,39,170,65,170000,66
00015244,25,165,63,240000,60
00007194,30,169,61,700000,68
00001036,31,183,75,6500000,77
00000131,27,173,62,32500000,84
00001786,39,184,84,675000,75
00006085,29,178,72,1000000,69
00008985,24,175,64,825000,66
00000303,25,188,77,22500000,81
00005283,27,170,65,1900000,70
00011433,26,171,68,550000,64
00015414,31,191,75,150000,60
00000336,32,179,72,11000000,81
00006178,35,181,76,275000,69
00014814,20,186,79,375000,60
00010052,24,178,63,725000,65
00003686,28,183,84,2700000,72
00003439,33,192,94,1700000,72
00010901,20,189,75,750000,64
00003844,21,184,75,3800000,71
00002755,36,179,77,1300000,73
00000902,20,177,77,15500000,77
00018873,19,186,81,45000,49
00015375,31,172,64,180000,60
00003251,25,186,73,3600000,72
00004044,25,189,95,2700000,71
00004596,22,178,74,2700000,70
00000547,25,184,80,14500000,79
00011689,28,182,75,450000,64
00010394,32,191,87,325000,65
00006585,24,188,83,925000,68
00018805,23,174,74,45000,50
00001686,25,187,84,8500000,75
00015958,26,193,72,150000,59
00014330,24,179,70,300000,61
00014007,18,184,71,475000,61
00003806,18,171,60,4900000,71
00007014,30,173,71,700000,68
00003461,32,177,70,2000000,72
00010192,27,195,87,575000,65
00003159,23,193,90,3300000,72
00010238,27,175,75,625000,65
00003942,24,176,70,3100000,71
00001859,31,174,73,4800000,75
00013568,24,188,80,400000,62
00002730,28,174,68,4000000,73
00008255,33,183,79,475000,67
00007552,22,184,71,975000,67
00004621,23,183,79,2700000,70
00008107,29,173,73,625000,67
00007707,23,176,72,1000000,67
00011318,24,178,74,600000,64
00000754,27,188,75,11000000,78
00004766,26,189,87,2000000,70
00003897,24,175,69,3300000,71
00010109,26,188,82,600000,65
00012318,23,186,76,475000,63
00007554,22,180,70,950000,67
00003260,24,177,76,3600000,72
00016962,23,180,70,150000,57
00013254,21,175,68,475000,62
00010029,25,186,100,525000,65
00007532,21,175,70,1000000,67
00000440,32,188,77,9500000,80
00007714,26,184,80,725000,67
00009544,31,184,78,475000,66
00015383,29,168,64,200000,60
00002314,33,173,70,2500000,74
00004669,25,180,72,2200000,70
00005169,32,169,67,1400000,70
00006370,19,173,64,1700000,68
00002941,28,173,73,4000000,73
00002627,26,181,64,4600000,73
00012162,22,188,70,525000,63
00001073,28,169,72,9000000,77
00011374,26,175,72,500000,64
00006992,31,177,73,775000,68
00001439,28,175,77,8000000,76
00008907,26,178,64,775000,66
00007215,31,183,75,650000,68
00012936,28,176,72,325000,63
00005695,27,192,90,950000,69
00004513,19,175,70,3500000,70
00006524,25,175,72,1100000,68
00001109,35,170,67,3900000,77
00001978,30,188,88,6500000,75
00001340,25,176,73,9000000,76
00005902,28,183,84,1000000,69
00010106,25,192,81,600000,65
00004158,27,181,82,2800000,71
00007994,32,178,74,600000,67
00006196,27,179,71,1100000,69
00009733,23,172,58,750000,65
00006155,32,179,69,700000,69
00016471,24,171,62,180000,58
00002682,26,181,81,4300000,73
00012633,27,187,81,425000,63
00008313,27,176,76,800000,67
00017736,22,178,80,120000,55
00000110,25,185,80,36000000,84
00004851,28,184,66,1800000,70
00009135,34,189,87,250000,66
00006526,23,185,72,1100000,68
00006658,26,188,84,1100000,68
00003528,34,182,77,1200000,72
00000147,23,188,77,31000000,83
00004925,26,176,67,1800000,70
00005240,32,175,74,1300000,70
00003056,28,177,73,3400000,73
00009218,31,174,77,550000,66
00013536,25,178,70,400000,62
00006586,24,190,78,1100000,68
00001446,28,188,78,7000000,76
00004042,27,180,75,2600000,71
00010088,25,182,73,675000,65
00008139,33,181,73,350000,67
00008942,25,178,72,800000,66
00000400,24,180,68,19000000,80
00006624,25,173,70,1200000,68
00013609,25,168,72,375000,62
00004305,29,189,79,2300000,71
00002253,26,186,84,6500000,74
00007841,26,184,83,800000,67
00011234,26,183,80,525000,64
00013586,25,178,70,325000,62
00003387,28,176,80,3100000,72
00000839,29,188,77,9000000,78
00008653,22,182,75,950000,66
00014328,25,174,74,300000,61
00010257,27,192,82,550000,65
00005930,36,184,73,325000,69
00010843,20,180,70,875000,64
00006148,27,175,75,1100000,69
00001769,35,188,78,1800000,75
00013733,32,193,78,240000,62
00011312,25,184,76,500000,64
00009630,21,181,75,975000,65
00013423,23,183,68,375000,62
00008917,28,199,99,575000,66
00003827,20,184,75,4100000,71
00005951,32,173,73,825000,69
00001142,30,185,75,7500000,77
00000057,30,182,80,36500000,86
00013606,26,176,73,350000,62
00006007,31,182,77,925000,69
00015213,23,175,72,250000,60
00010196,26,176,64,600000,65
00018519,18,182,65,80000,51
00010443,29,170,68,450000,65
00003579,32,180,82,2400000,72
00002826,31,176,73,3000000,73
00003515,30,173,70,2900000,72
00001840,36,185,81,1200000,75
00004249,31,182,76,2000000,71
00003136,22,190,81,4200000,72
00004614,23,186,77,2300000,70
00012328,24,183,79,450000,63
00010800,19,177,72,950000,64
00005031,32,180,77,1100000,70
00004302,29,175,71,2000000,71
00009000,26,179,65,675000,66
00005298,31,171,69,1300000,70
00000514,22,175,73,17500000,79
00000137,32,190,79,25000000,84
00004181,35,187,87,725000,71
00003908,24,175,69,3000000,71
00015343,26,183,75,250000,60
00005088,30,180,76,1700000,70
00015490,17,182,75,275000,59
00002031,27,176,68,7000000,75
00003581,27,169,62,3300000,72
00006008,33,180,79,475000,69
00002115,24,180,74,7500000,74
00007005,31,181,69,775000,68
00005740,27,185,84,1100000,69
00003478,30,187,86,2600000,72
00006984,31,175,63,775000,68
00003728,28,180,73,3100000,72
00008033,31,191,91,500000,67
00014371,24,175,68,325000,61
00001708,27,197,89,5500000,75
00009833,21,168,68,800000,65
00002529,22,183,80,5500000,73
00013974,21,182,67,550000,61
00010754,18,179,68,925000,64
00004234,30,184,86,1900000,71
00004590,21,171,70,2800000,70
00004668,25,182,81,2200000,70
00002486,28,170,67,5500000,74
00005757,25,180,73,1200000,69
00017204,20,191,75,200000,56
00011671,29,180,72,375000,64
00006427,23,183,75,1300000,68
00017657,22,187,84,140000,55
00013665,26,176,73,300000,62
00000021,25,176,73,65000000,88
00011959,18,170,60,750000,63
00009606,19,176,72,1200000,65
00006097,27,185,82,925000,69
00003108,23,190,83,4400000,72
00015627,21,178,66,300000,59
00003297,25,174,67,3900000,72
00000518,21,178,75,16000000,79
00013432,22,183,73,375000,62
00002853,32,183,81,3100000,73
00007659,24,180,70,1000000,67
00001089,33,186,84,5000000,77
00005711,26,185,82,1200000,69
00007990,36,185,79,160000,67
00001896,29,182,82,6500000,75
00009611,20,193,79,1100000,65
00002542,23,175,68,5500000,73
00004312,30,182,75,1900000,71
00008503,21,179,72,1200000,66
00000949,26,188,89,10000000,77
00003730,29,185,80,2600000,72
00008803,25,188,75,850000,66
00008159,29,182,78,625000,67
00006751,25,181,76,975000,68
00002758,34,180,75,1800000,73
00007991,33,183,73,375000,67
00004818,26,184,84,2000000,70
00004953,28,178,80,1700000,70
00005832,26,180,77,1200000,69
00014243,22,178,70,350000,61
00000970,25,179,70,10000000,77
00006668,24,185,75,1200000,68
00002053,22,177,70,8000000,74
00003433,32,198,85,1900000,72
00012778,29,193,86,300000,63
00009921,24,183,67,725000,65
00012465,24,182,71,475000,63
00002329,30,180,74,4600000,74
00001660,26,185,87,8500000,75
00014202,23,193,87,350000,61
00001997,27,178,72,7000000,75
00007169,28,173,68,900000,68
00008203,28,181,68,750000,67
00008967,24,188,79,750000,66
00006869,25,183,75,1100000,68
00010475,28,183,80,475000,65
00002995,28,179,72,4100000,73
00002527,22,183,84,5500000,73
00006573,25,190,73,925000,68
00015742,22,175,70,250000,59
00001539,20,177,73,10500000,75
00002720,26,179,76,4800000,73
00000291,23,175,73,23000000,81
00001248,23,184,79,9000000,76
00008060,29,188,92,750000,67
00013367,22,181,75,425000,62
00002789,34,185,80,1500000,73
00003856,21,180,67,3700000,71
00006746,27,189,77,975000,68
00012913,33,180,80,170000,63
00006172,28,177,73,1000000,69
00013004,19,183,75,650000,62
00010790,20,177,68,925000,64
00008137,28,185,80,800000,67
00005749,25,173,71,1300000,69
00016528,24,182,80,150000,58
00011613,31,180,75,375000,64
00017977,21,185,70,110000,54
00008857,25,176,69,775000,66
00007700,25,171,69,900000,67
00000596,36,174,73,2700000,79
00012744,29,178,73,375000,63
00006408,22,182,76,1400000,68
00001211,23,192,88,11000000,76
00015403,30,194,92,200000,60
00006980,30,181,78,700000,68
00010495,31,189,84,350000,65
00015364,38,177,73,70000,60
00001811,32,178,66,5000000,75
00014815,20,180,75,450000,60
00013119,23,186,75,475000,62
00004314,31,180,70,2100000,71
00001230,25,178,68,10000000,76
00015094,23,175,71,300000,60
00009166,30,187,89,425000,66
00007008,32,188,83,550000,68
00005744,25,186,76,1200000,69
00013710,29,181,69,300000,62
00017319,22,188,73,130000,56
00005792,26,178,77,1100000,69
00004319,29,188,83,2000000,71
00006113,31,185,75,925000,69
00005973,32,179,73,650000,69
00013765,34,165,60,150000,62
00003438,33,188,86,1800000,72
00009251,30,175,70,500000,66
00014061,20,168,60,450000,61
00005421,21,188,78,2000000,69
00002827,32,186,77,2600000,73
00006169,32,187,68,650000,69
00014216,23,165,58,400000,61
00008796,26,178,83,750000,66
00006912,27,176,60,900000,68
00001774,36,172,71,1300000,75
00005427,22,184,80,1900000,69
00004833,26,174,73,2000000,70
00001696,25,183,84,8500000,75
00009314,28,182,72,650000,66
00005132,32,175,75,1100000,70
00004999,34,185,88,775000,70
00008015,34,186,79,275000,67
00015413,31,178,69,190000,60
00000983,28,182,78,9000000,77
00002574,24,171,66,5500000,73
00005752,26,183,80,1200000,69
00010688,27,175,77,575000,65
00007020,30,178,72,850000,68
00015206,24,183,75,300000,60
00013899,17,181,72,500000,61
00000406,26,191,93,13500000,80
00005649,25,181,79,1400000,69
00008043,30,188,86,625000,67
00014921,20,180,82,375000,60
00007805,25,183,79,850000,67
00010240,27,185,79,600000,65
00010816,19,178,73,900000,64
00005785,26,183,83,1200000,69
00014536,25,180,75,250000,61
00016324,21,158,58,220000,58
00010605,28,180,72,525000,65
00008125,29,180,73,750000,67
00000774,27,188,88,12000000,78
00004296,29,176,71,2300000,71
00005878,26,170,64,1100000,69
00011625,29,183,76,450000,64
00000003,27,188,87,75000000,91
00000736,26,191,85,12000000,78
00012351,22,168,62,450000,63
00014527,26,185,76,300000,61
00009307,32,192,84,425000,66
00004910,27,183,80,1800000,70
00006517,23,193,75,1200000,68
00005948,38,191,88,375000,69
00016846,20,185,75,160000,57
00000941,26,189,80,8500000,77
00010527,30,179,73,450000,65
00008616,20,189,82,925000,66
00007436,23,185,70,1200000,67
00007801,27,179,75,825000,67
00001034,34,184,81,3900000,77
00006563,21,181,80,1100000,68
00011226,24,177,70,575000,64
00008484,21,176,70,1200000,66
00010383,31,183,70,475000,65
00005246,28,175,73,1800000,70
00011705,26,181,83,475000,64
00003293,25,182,70,3900000,72
00011605,31,188,82,325000,64
00006791,27,185,80,775000,68
00009554,29,172,66,625000,66
00004660,22,167,68,2500000,70
00003647,32,179,72,1900000,72
00012909,31,181,78,325000,63
